customer_id,Recency,Frequency,Monetary,R,F,M,RFM
615,44,4,3620.88,2,2,4,26.6666666666667
616,94,4,1696,3,2,2,23.3333333333333
617,22,4,2313.43,1,2,2,16.6666666666667
618,310,2,1202.39,9,1,2,40
619,67,7,3378.35,2,4,3,30
620,105,8,1981.3,3,5,2,33.3333333333333
621,4,9,6126.81,1,6,6,43.3333333333333
622,268,3,1627.69,8,1,2,36.6666666666667
623,95,3,1636.89,3,1,2,20
624,92,3,3352.89,3,1,3,23.3333333333333
625,18,6,2326.08,1,4,2,23.3333333333333
626,56,9,3437.37,2,6,3,36.6666666666667
627,60,5,4597.27,2,3,4,30
628,56,5,1313.86,2,3,2,23.3333333333333
629,66,8,2245.43,2,5,2,30
630,55,7,3717.21,2,4,4,33.3333333333333
631,18,6,1767.39,1,4,2,23.3333333333333
632,43,3,1726.61,2,1,2,16.6666666666667
633,3,7,3328.45,1,4,3,26.6666666666667
634,19,8,4445.37,1,5,4,33.3333333333333
635,41,6,1220.61,2,4,2,26.6666666666667
636,21,7,4418.9,1,4,4,30
637,9,13,5402.47,1,9,5,50
638,62,8,3507.13,2,5,4,36.6666666666667
639,10,6,2516.35,1,4,3,26.6666666666667
640,12,8,4278.6,1,5,4,33.3333333333333
641,204,4,2456.51,6,2,3,36.6666666666667
642,26,7,2724.29,1,4,3,26.6666666666667
643,199,4,2308.04,6,2,2,33.3333333333333
644,159,3,550,5,1,1,23.3333333333333
645,118,7,5192.72,4,4,5,43.3333333333333
646,112,4,2533.41,4,2,3,30
647,44,9,5279.19,2,6,5,43.3333333333333
648,59,7,4222.63,2,4,4,33.3333333333333
649,13,5,263.54,1,3,1,16.6666666666667
650,52,6,2904.69,2,4,3,30
651,20,3,3473.32,1,1,3,16.6666666666667
652,7,9,2488.9,1,6,3,33.3333333333333
653,39,5,2623.84,2,3,3,26.6666666666667
654,30,4,1884.87,1,2,2,16.6666666666667
655,53,6,5753.88,2,4,5,36.6666666666667
656,12,8,3749.56,1,5,4,33.3333333333333
657,177,5,2529.9,5,3,3,36.6666666666667
658,99,5,2596.17,3,3,3,30
659,148,3,2481.28,4,1,3,26.6666666666667
660,14,4,3839.45,1,2,4,23.3333333333333
661,36,6,3308.09,1,4,3,26.6666666666667
662,88,7,3873,3,4,4,36.6666666666667
663,75,4,2132.79,3,2,2,23.3333333333333
664,86,5,1939.2,3,3,2,26.6666666666667
665,87,8,6260.02,3,5,6,46.6666666666667
666,43,5,2459.76,2,3,3,26.6666666666667
667,21,5,3802.78,1,3,4,26.6666666666667
668,8,7,4375.98,1,4,4,30
669,10,11,5513.28,1,7,5,43.3333333333333
670,118,4,1542.17,4,2,2,26.6666666666667
671,64,6,5393.05,2,4,5,36.6666666666667
672,52,3,3633.14,2,1,4,23.3333333333333
673,4,5,2058.7,1,3,2,20
674,117,6,3008.86,4,4,3,36.6666666666667
675,2,3,1396.62,1,1,2,13.3333333333333
676,35,6,2894.85,1,4,3,26.6666666666667
677,73,5,940.36,2,3,1,20
678,96,4,1746.22,3,2,2,23.3333333333333
679,64,10,3551.24,2,7,4,43.3333333333333
680,16,4,3291.43,1,2,3,20
681,9,6,2244.19,1,4,2,23.3333333333333
682,22,7,5428.94,1,4,5,33.3333333333333
683,17,5,1478.67,1,3,2,20
684,44,8,2431.6,2,5,3,33.3333333333333
685,104,6,5218.2,3,4,5,40
686,39,5,2073.81,2,3,2,23.3333333333333
687,10,6,812.72,1,4,1,20
688,83,4,2967.8,3,2,3,26.6666666666667
689,14,3,541.33,1,1,1,10
690,66,6,3650.5,2,4,4,33.3333333333333
691,41,8,5678.4,2,5,5,40
692,52,9,5027.49,2,6,5,43.3333333333333
693,12,5,3763.92,1,3,4,26.6666666666667
694,9,5,2400.83,1,3,3,23.3333333333333
695,18,8,4659,1,5,4,33.3333333333333
696,23,6,1879.14,1,4,2,23.3333333333333
697,13,4,3996.6,1,2,4,23.3333333333333
698,78,3,1295.96,3,1,2,20
699,57,3,976.24,2,1,1,13.3333333333333
700,108,8,4618.11,3,5,4,40
701,34,6,2215.56,1,4,2,23.3333333333333
702,64,3,1905.88,2,1,2,16.6666666666667
703,3,5,4928.8,1,3,5,30
704,12,10,4034.46,1,7,4,40
705,13,4,502.12,1,2,1,13.3333333333333
706,32,6,7109.4,1,4,7,40
707,46,6,3368.2,2,4,3,30
708,177,3,2145.83,5,1,2,26.6666666666667
709,148,5,3243.3,4,3,3,33.3333333333333
710,41,7,6431.69,2,4,6,40
711,85,4,2685.62,3,2,3,26.6666666666667
712,63,8,4581.46,2,5,4,36.6666666666667
713,257,4,1891.1,7,2,2,36.6666666666667
714,61,9,3222.87,2,6,3,36.6666666666667
715,160,3,2410.24,5,1,3,30
716,14,6,3777.53,1,4,4,30
717,16,6,1857.27,1,4,2,23.3333333333333
718,36,8,2164.08,1,5,2,26.6666666666667
719,13,7,4083.58,1,4,4,30
720,22,10,7212.17,1,7,7,50
721,6,7,6579.62,1,4,6,36.6666666666667
722,89,5,2934.44,3,3,3,30
723,17,8,3489.96,1,5,3,30
724,25,8,5073.27,1,5,5,36.6666666666667
725,5,11,7321.5,1,7,7,50
726,56,3,2965.76,2,1,3,20
727,63,6,3970.03,2,4,4,33.3333333333333
728,27,9,6411.76,1,6,6,43.3333333333333
729,3,10,10497.78,1,7,9,56.6666666666667
730,16,7,3182.99,1,4,3,26.6666666666667
731,27,5,2695.4,1,3,3,23.3333333333333
732,66,5,3269.12,2,3,3,26.6666666666667
733,48,10,8210.3,2,7,8,56.6666666666667
734,91,3,1140.15,3,1,1,16.6666666666667
735,89,4,3025.33,3,2,3,26.6666666666667
736,13,6,4151.86,1,4,4,30
737,56,7,4480.09,2,4,4,33.3333333333333
738,71,8,4706.86,2,5,5,40
739,3,10,4842.2,1,7,5,43.3333333333333
740,63,4,2083.73,2,2,2,20
741,150,5,1091.14,5,3,1,30
742,12,6,1246.11,1,4,2,23.3333333333333
743,91,5,4599.29,3,3,4,33.3333333333333
744,25,5,1267.68,1,3,2,20
745,13,4,2066.03,1,2,2,16.6666666666667
746,45,6,1779.16,2,4,2,26.6666666666667
747,37,2,571.38,2,1,1,13.3333333333333
748,48,9,3516,2,6,4,40
749,82,9,1830.72,3,6,2,36.6666666666667
750,60,6,5391.71,2,4,5,36.6666666666667
751,132,2,96.62,4,1,1,20
752,22,8,2952.01,1,5,3,30
753,17,8,7727.17,1,5,7,43.3333333333333
754,212,2,93.01,6,1,1,26.6666666666667
755,97,3,847.22,3,1,1,16.6666666666667
756,27,6,2121.61,1,4,2,23.3333333333333
757,74,5,2946.73,2,3,3,26.6666666666667
758,29,2,165.58,1,1,1,10
759,25,9,2956.48,1,6,3,33.3333333333333
760,28,9,4847.05,1,6,5,40
761,147,5,1896.39,4,3,2,30
762,87,5,2347.98,3,3,3,30
763,76,6,3894.51,3,4,4,36.6666666666667
764,81,3,1364.06,3,1,2,20
765,26,10,5070.62,1,7,5,43.3333333333333
766,18,6,2271.93,1,4,2,23.3333333333333
767,44,5,2438.84,2,3,3,26.6666666666667
768,7,9,5580.57,1,6,5,40
769,21,8,5070.24,1,5,5,36.6666666666667
770,51,6,4457.48,2,4,4,33.3333333333333
771,126,6,3155.81,4,4,3,36.6666666666667
772,4,5,2879.19,1,3,3,23.3333333333333
773,74,8,5907.35,2,5,6,43.3333333333333
774,145,1,144.26,4,,1,
775,60,7,2862.33,2,4,3,30
776,15,9,2201.86,1,6,2,30
777,29,6,3184.33,1,4,3,26.6666666666667
778,247,4,916.32,7,2,1,33.3333333333333
779,84,5,2465.81,3,3,3,30
780,90,3,798.62,3,1,1,16.6666666666667
781,127,5,2256.31,4,3,2,30
782,27,5,3431.83,1,3,3,23.3333333333333
783,98,5,3498.86,3,3,3,30
784,145,2,304.07,4,1,1,20
785,20,5,507.87,1,3,1,16.6666666666667
786,11,7,3828.74,1,4,4,30
787,77,10,6646,3,7,6,53.3333333333333
788,41,7,4228.66,2,4,4,33.3333333333333
789,6,8,2892.76,1,5,3,30
790,16,8,4889.11,1,5,5,36.6666666666667
791,125,6,3819,4,4,4,40
792,19,6,3295.65,1,4,3,26.6666666666667
793,3,10,4778.33,1,7,5,43.3333333333333
794,24,7,4248.67,1,4,4,30
795,20,5,2785.98,1,3,3,23.3333333333333
796,8,7,3815.93,1,4,4,30
797,23,4,2277.96,1,2,2,16.6666666666667
798,23,3,1691.81,1,1,2,13.3333333333333
799,12,11,7142.2,1,7,7,50
800,87,6,3239.48,3,4,3,33.3333333333333
801,184,2,254.63,5,1,1,23.3333333333333
802,97,6,2893.2,3,4,3,33.3333333333333
803,68,6,1746.55,2,4,2,26.6666666666667
804,43,3,3065.9,2,1,3,20
805,124,6,2795.75,4,4,3,36.6666666666667
806,33,4,2189.57,1,2,2,16.6666666666667
807,82,4,2491.13,3,2,3,26.6666666666667
808,125,3,2119.72,4,1,2,23.3333333333333
809,47,4,492.74,2,2,1,16.6666666666667
810,70,4,945.16,2,2,1,16.6666666666667
811,176,3,496.62,5,1,1,23.3333333333333
812,199,2,566.34,6,1,1,26.6666666666667
813,52,5,1633.61,2,3,2,23.3333333333333
814,50,3,2154.13,2,1,2,16.6666666666667
815,29,6,5081.3,1,4,5,33.3333333333333
816,55,4,1098.4,2,2,1,16.6666666666667
817,18,5,2328.93,1,3,2,20
818,42,6,3028.84,2,4,3,30
819,45,5,2558.04,2,3,3,26.6666666666667
820,5,10,4534.03,1,7,4,40
821,35,5,2925.75,1,3,3,23.3333333333333
822,330,1,802.26,9,,1,
823,25,6,5811.3,1,4,5,33.3333333333333
824,11,4,4137.78,1,2,4,23.3333333333333
825,12,8,2315.97,1,5,2,26.6666666666667
826,6,4,1454.61,1,2,2,16.6666666666667
827,51,8,4014.42,2,5,4,36.6666666666667
828,81,5,1378.39,3,3,2,26.6666666666667
829,14,6,4600.24,1,4,4,30
830,151,6,2506.27,5,4,3,40
831,13,5,1883.59,1,3,2,20
832,19,12,8868.62,1,8,8,56.6666666666667
833,27,8,4776.1,1,5,5,36.6666666666667
834,20,4,722.3,1,2,1,13.3333333333333
835,9,8,3225.92,1,5,3,30
836,74,4,1768.44,2,2,2,20
837,159,3,1335.81,5,1,2,26.6666666666667
838,43,4,1966.08,2,2,2,20
839,108,4,826.26,3,2,1,20
840,40,6,3320.09,2,4,3,30
841,152,7,8330.09,5,4,8,56.6666666666667
842,57,4,2137.18,2,2,2,20
843,4,6,2372.09,1,4,3,26.6666666666667
844,33,9,4730.32,1,6,5,40
845,127,3,672.39,4,1,1,20
846,84,3,2129.34,3,1,2,20
847,116,4,2521.58,4,2,3,30
848,142,4,1964.52,4,2,2,26.6666666666667
849,29,6,4284.21,1,4,4,30
850,36,8,2838.72,1,5,3,30
851,11,4,3245.12,1,2,3,20
853,66,9,7263.66,2,6,7,50
854,10,4,2074.13,1,2,2,16.6666666666667
855,106,4,3050.76,3,2,3,26.6666666666667
856,3,7,2912.65,1,4,3,26.6666666666667
857,26,5,3721.92,1,3,4,26.6666666666667
858,13,6,2708.6,1,4,3,26.6666666666667
859,20,6,2289.06,1,4,2,23.3333333333333
860,93,4,3530.12,3,2,4,30
861,56,5,1009.34,2,3,1,20
862,56,1,309.81,2,,1,
863,71,4,703.62,2,2,1,16.6666666666667
864,48,6,4499.38,2,4,4,33.3333333333333
865,123,7,4261,4,4,4,40
866,100,5,4753.84,3,3,5,36.6666666666667
867,295,6,4743.7,8,4,5,56.6666666666667
868,85,6,5534.83,3,4,5,40
870,102,7,3818.97,3,4,4,36.6666666666667
871,56,8,3502.86,2,5,4,36.6666666666667
872,173,1,75.48,5,,1,
873,33,5,3226.46,1,3,3,23.3333333333333
874,48,8,2786.56,2,5,3,33.3333333333333
875,65,6,4796.96,2,4,5,36.6666666666667
876,18,3,1171.02,1,1,2,13.3333333333333
877,19,9,4918.87,1,6,5,40
878,81,3,2809.75,3,1,3,23.3333333333333
879,78,4,852.5,3,2,1,20
880,64,3,1751.72,2,1,2,16.6666666666667
881,149,3,2481.43,5,1,3,30
882,114,5,4571.93,4,3,4,36.6666666666667
883,49,4,705.35,2,2,1,16.6666666666667
884,3,5,2770.85,1,3,3,23.3333333333333
885,9,3,863.68,1,1,1,10
886,3,7,4067.65,1,4,4,30
887,41,8,5247.44,2,5,5,40
888,70,5,2278.7,2,3,2,23.3333333333333
889,38,5,2357.69,2,3,3,26.6666666666667
890,167,4,1561.06,5,2,2,30
891,14,4,1998.58,1,2,2,16.6666666666667
892,92,10,3941.7,3,7,4,46.6666666666667
893,77,7,4868.87,3,4,5,40
894,50,8,3564.27,2,5,4,36.6666666666667
895,63,3,1867.17,2,1,2,16.6666666666667
896,40,4,1669.89,2,2,2,20
897,100,7,4883.1,3,4,5,40
898,207,1,179.44,6,,1,
899,51,6,1274.48,2,4,2,26.6666666666667
900,14,4,780.7,1,2,1,13.3333333333333
901,84,4,3812.88,3,2,4,30
902,16,9,6003.05,1,6,6,43.3333333333333
903,18,9,3401.85,1,6,3,33.3333333333333
904,39,4,1496.79,2,2,2,20
905,107,8,3553.28,3,5,4,40
906,18,9,4473.87,1,6,4,36.6666666666667
907,28,7,1370.37,1,4,2,23.3333333333333
908,6,7,2880.1,1,4,3,26.6666666666667
909,191,5,5289.22,6,3,5,46.6666666666667
910,274,2,1346.38,8,1,2,36.6666666666667
911,58,5,633.35,2,3,1,20
912,42,7,4164.21,2,4,4,33.3333333333333
913,115,4,2625.44,4,2,3,30
914,108,5,2530.93,3,3,3,30
915,30,4,425.19,1,2,1,13.3333333333333
916,38,4,3465.07,2,2,3,23.3333333333333
917,37,8,5392.89,2,5,5,40
918,18,5,4066.24,1,3,4,26.6666666666667
919,82,9,4458.89,3,6,4,43.3333333333333
920,92,6,4144.19,3,4,4,36.6666666666667
921,46,8,7516.02,2,5,7,46.6666666666667
922,190,1,41.13,6,,1,
923,34,7,3337.16,1,4,3,26.6666666666667
924,111,9,3544.44,3,6,4,43.3333333333333
925,14,9,4371.16,1,6,4,36.6666666666667
926,14,5,1258.52,1,3,2,20
927,297,3,1982.12,9,1,2,40
928,13,8,2798.72,1,5,3,30
929,58,5,2540.35,2,3,3,26.6666666666667
930,149,2,150.89,5,1,1,23.3333333333333
931,72,5,2890.06,2,3,3,26.6666666666667
932,5,6,2121.73,1,4,2,23.3333333333333
933,2,5,2817.63,1,3,3,23.3333333333333
934,2,8,4899.6,1,5,5,36.6666666666667
935,55,7,5502.11,2,4,5,36.6666666666667
936,34,12,9244.9,1,8,8,56.6666666666667
937,17,5,2680.15,1,3,3,23.3333333333333
938,63,8,4803.95,2,5,5,40
939,33,4,1818.27,1,2,2,16.6666666666667
940,54,5,3256.14,2,3,3,26.6666666666667
941,35,10,11668.95,1,7,10,60
942,145,4,2859.47,4,2,3,30
943,114,7,6038.52,4,4,6,46.6666666666667
944,87,8,1978.01,3,5,2,33.3333333333333
945,16,7,3812.27,1,4,4,30
946,4,8,6305.6,1,5,6,40
947,82,5,2981.52,3,3,3,30
948,102,3,1422.85,3,1,2,20
949,90,6,3644.49,3,4,4,36.6666666666667
950,34,7,3609.09,1,4,4,30
951,8,6,1740.61,1,4,2,23.3333333333333
952,48,5,3569.98,2,3,4,30
953,13,9,5191.52,1,6,5,40
954,115,4,3624,4,2,4,33.3333333333333
955,15,7,1429.36,1,4,2,23.3333333333333
956,175,3,936.98,5,1,1,23.3333333333333
957,40,5,2632.09,2,3,3,26.6666666666667
958,36,6,2183.71,1,4,2,23.3333333333333
959,78,6,2178.44,3,4,2,30
960,80,4,3516.37,3,2,4,30
961,66,3,1035.31,2,1,1,13.3333333333333
962,4,7,2344,1,4,3,26.6666666666667
963,62,12,4779.13,2,8,5,50
964,3,5,2018.6,1,3,2,20
965,62,4,3867.74,2,2,4,26.6666666666667
966,15,4,527.74,1,2,1,13.3333333333333
967,68,4,3798.35,2,2,4,26.6666666666667
968,37,7,4422.26,2,4,4,33.3333333333333
969,19,5,2793.05,1,3,3,23.3333333333333
970,35,5,2840.81,1,3,3,23.3333333333333
971,50,5,4015.78,2,3,4,30
972,177,2,2159,5,1,2,26.6666666666667
973,10,8,6639.85,1,5,6,40
974,8,6,3250.13,1,4,3,26.6666666666667
975,12,8,3962.88,1,5,4,33.3333333333333
976,172,6,3830.68,5,4,4,43.3333333333333
977,43,5,2449.15,2,3,3,26.6666666666667
978,194,5,2890.84,6,3,3,40
979,7,5,3756.91,1,3,4,26.6666666666667
980,179,5,3071.88,5,3,3,36.6666666666667
981,27,7,2867,1,4,3,26.6666666666667
982,57,6,943.93,2,4,1,23.3333333333333
983,3,8,6710.06,1,5,6,40
984,58,8,2294.43,2,5,2,30
985,16,4,1690.91,1,2,2,16.6666666666667
986,77,8,4272.97,3,5,4,40
987,24,8,5180.26,1,5,5,36.6666666666667
988,114,2,243.94,4,1,1,20
989,27,5,4207.5,1,3,4,26.6666666666667
990,13,7,2353.49,1,4,3,26.6666666666667
991,149,6,2655.6,5,4,3,40
992,97,2,1500.36,3,1,2,20
993,2,9,2738.89,1,6,3,33.3333333333333
994,44,5,2069.64,2,3,2,23.3333333333333
995,13,7,6764.67,1,4,6,36.6666666666667
996,65,6,4803.1,2,4,5,36.6666666666667
997,61,7,2923.29,2,4,3,30
998,323,2,585.45,9,1,1,36.6666666666667
999,56,10,8611.95,2,7,8,56.6666666666667
1000,2,9,5383.48,1,6,5,40
1001,44,7,2884.19,2,4,3,30
1002,157,4,2254.56,5,2,2,30
1003,49,9,5300.38,2,6,5,43.3333333333333
1004,205,6,3600.94,6,4,4,46.6666666666667
1005,161,5,4365.25,5,3,4,40
1006,39,8,4687.53,2,5,5,40
1007,22,7,3601.96,1,4,4,30
1008,19,4,2523.53,1,2,3,20
1009,56,5,2385.01,2,3,3,26.6666666666667
1010,128,3,386.36,4,1,1,20
1011,244,3,1399.44,7,1,2,33.3333333333333
1012,11,4,2704.39,1,2,3,20
1013,97,6,2463.79,3,4,3,33.3333333333333
1014,6,7,3933.79,1,4,4,30
1015,28,6,2136.87,1,4,2,23.3333333333333
1016,68,6,1087.02,2,4,1,23.3333333333333
1017,228,3,2858.89,7,1,3,36.6666666666667
1018,28,5,2497.8,1,3,3,23.3333333333333
1019,44,4,2340.43,2,2,3,23.3333333333333
1020,91,4,1531.9,3,2,2,23.3333333333333
1021,30,8,5048.26,1,5,5,36.6666666666667
1022,85,5,6444.49,3,3,6,40
1023,127,2,492.65,4,1,1,20
1024,36,8,4560.56,1,5,4,33.3333333333333
1025,62,8,1800.12,2,5,2,30
1026,31,6,1313.78,1,4,2,23.3333333333333
1027,26,6,1449.44,1,4,2,23.3333333333333
1028,10,7,7562.68,1,4,7,40
1029,32,6,3660.06,1,4,4,30
1030,41,8,4698.6,2,5,5,40
1031,48,2,1320.52,2,1,2,16.6666666666667
1032,32,8,3191.12,1,5,3,30
1033,16,9,8220.05,1,6,8,50
1034,106,2,1033.56,3,1,1,16.6666666666667
1035,15,3,485.46,1,1,1,10
1036,164,5,3787,5,3,4,40
1037,75,7,2257.88,3,4,2,30
1038,14,4,2079.2,1,2,2,16.6666666666667
1039,54,7,5259,2,4,5,36.6666666666667
1040,163,4,1768.43,5,2,2,30
1041,22,4,2292.51,1,2,2,16.6666666666667
1042,37,3,2771.37,2,1,3,20
1043,172,7,5718.21,5,4,5,46.6666666666667
1044,114,5,2205.27,4,3,2,30
1045,115,3,2038.58,4,1,2,23.3333333333333
1046,54,5,1985.1,2,3,2,23.3333333333333
1047,59,8,2213.93,2,5,2,30
1048,135,6,1600.67,4,4,2,33.3333333333333
1049,34,10,4486.32,1,7,4,40
1050,28,6,2535.63,1,4,3,26.6666666666667
1051,181,5,1294.69,5,3,2,33.3333333333333
1052,2,6,3260.32,1,4,3,26.6666666666667
1053,141,3,1566.26,4,1,2,23.3333333333333
1054,7,8,3406.16,1,5,3,30
1055,208,2,343.24,6,1,1,26.6666666666667
1056,26,7,3954.42,1,4,4,30
1057,50,4,3130.44,2,2,3,23.3333333333333
1058,118,3,759.57,4,1,1,20
1059,24,2,1618.83,1,1,2,13.3333333333333
1060,189,6,2475.28,6,4,3,43.3333333333333
1061,26,6,1137.94,1,4,1,20
1062,4,6,4450.85,1,4,4,30
1063,48,6,3112.69,2,4,3,30
1064,141,3,1398.4,4,1,2,23.3333333333333
1065,81,6,2753.32,3,4,3,33.3333333333333
1066,168,3,1396.98,5,1,2,26.6666666666667
1067,234,2,741.97,7,1,1,30
1068,6,14,4841.71,1,10,5,53.3333333333333
1069,206,5,1982.69,6,3,2,36.6666666666667
1070,2,4,3559.49,1,2,4,23.3333333333333
1071,41,6,3359.09,2,4,3,30
1072,48,3,2102.32,2,1,2,16.6666666666667
1073,19,6,2723.99,1,4,3,26.6666666666667
1074,18,8,4053.68,1,5,4,33.3333333333333
1075,69,6,2242.12,2,4,2,26.6666666666667
1076,11,12,8104.54,1,8,7,53.3333333333333
1077,7,6,1658.45,1,4,2,23.3333333333333
1078,20,5,899.97,1,3,1,16.6666666666667
1079,19,4,2306.99,1,2,2,16.6666666666667
1080,49,3,1857.62,2,1,2,16.6666666666667
1081,13,5,3227.89,1,3,3,23.3333333333333
1082,49,5,2832.7,2,3,3,26.6666666666667
1083,268,2,880.99,8,1,1,33.3333333333333
1084,6,10,6522.83,1,7,6,46.6666666666667
1085,66,4,1081.65,2,2,1,16.6666666666667
1086,15,9,4705.65,1,6,5,40
1087,16,3,1521.57,1,1,2,13.3333333333333
1088,15,6,3595.32,1,4,4,30
1089,153,7,2349.29,5,4,3,40
1090,73,7,1529.01,2,4,2,26.6666666666667
1091,6,10,4183.81,1,7,4,40
1092,204,5,1245.27,6,3,2,36.6666666666667
1093,101,9,7159.69,3,6,7,53.3333333333333
1094,45,7,3632.3,2,4,4,33.3333333333333
1095,16,4,4498.34,1,2,4,23.3333333333333
1096,57,5,2086.85,2,3,2,23.3333333333333
1097,190,3,666.79,6,1,1,26.6666666666667
1098,10,8,3879.14,1,5,4,33.3333333333333
1099,112,2,183.2,4,1,1,20
1100,47,3,1051.23,2,1,1,13.3333333333333
1101,115,5,4267.42,4,3,4,36.6666666666667
1102,23,8,5025.44,1,5,5,36.6666666666667
1103,34,12,7367.88,1,8,7,53.3333333333333
1104,13,7,2568.97,1,4,3,26.6666666666667
1105,18,2,2712.57,1,1,3,16.6666666666667
1106,26,9,5691.61,1,6,5,40
1107,50,6,1972.03,2,4,2,26.6666666666667
1108,14,4,1338.61,1,2,2,16.6666666666667
1109,210,3,683.2,6,1,1,26.6666666666667
1110,19,6,4574.1,1,4,4,30
1111,22,7,2561.15,1,4,3,26.6666666666667
1112,110,3,1217.23,3,1,2,20
1113,28,9,6072.48,1,6,6,43.3333333333333
1114,66,4,1774.12,2,2,2,20
1115,4,9,4631.23,1,6,4,36.6666666666667
1116,9,3,4053.92,1,1,4,20
1117,138,9,2524.53,4,6,3,43.3333333333333
1118,40,4,1858.97,2,2,2,20
1119,100,6,4825.85,3,4,5,40
1120,3,6,1785.83,1,4,2,23.3333333333333
1121,9,2,327.07,1,1,1,10
1122,28,5,3026.39,1,3,3,23.3333333333333
1123,12,5,4235.8,1,3,4,26.6666666666667
1124,46,3,2742.04,2,1,3,20
1125,31,5,2839.93,1,3,3,23.3333333333333
1126,21,4,2135.37,1,2,2,16.6666666666667
1127,138,4,2285.05,4,2,2,26.6666666666667
1128,28,5,3388.35,1,3,3,23.3333333333333
1129,28,13,6790.69,1,9,6,53.3333333333333
1130,119,5,3784.98,4,3,4,36.6666666666667
1131,55,8,6295.52,2,5,6,43.3333333333333
1132,46,9,3640.62,2,6,4,40
1133,19,7,5295.09,1,4,5,33.3333333333333
1134,5,6,1622.98,1,4,2,23.3333333333333
1135,166,3,1758.98,5,1,2,26.6666666666667
1136,37,6,3451.83,2,4,3,30
1137,7,9,4837.19,1,6,5,40
1138,126,6,5174.44,4,4,5,43.3333333333333
1139,71,4,1434.57,2,2,2,20
1140,8,13,8533.23,1,9,8,60
1141,135,5,772.1,4,3,1,26.6666666666667
1142,40,4,1841.73,2,2,2,20
1143,6,5,3277.77,1,3,3,23.3333333333333
1144,19,7,5961.25,1,4,6,36.6666666666667
1145,15,2,1172.58,1,1,2,13.3333333333333
1146,75,2,1294.4,3,1,2,20
1147,167,6,4173.67,5,4,4,43.3333333333333
1148,10,3,1689.75,1,1,2,13.3333333333333
1149,190,4,2393.31,6,2,3,36.6666666666667
1150,105,5,6308.28,3,3,6,40
1151,77,5,3449.31,3,3,3,30
1152,26,8,4516.14,1,5,4,33.3333333333333
1153,19,5,2501.78,1,3,3,23.3333333333333
1154,133,6,958.31,4,4,1,30
1155,31,7,2332.45,1,4,2,23.3333333333333
1156,42,4,2559.66,2,2,3,23.3333333333333
1157,87,7,5037.46,3,4,5,40
1158,4,6,4437.32,1,4,4,30
1159,8,4,2352.28,1,2,3,20
1160,165,3,684.52,5,1,1,23.3333333333333
1161,14,4,2669.74,1,2,3,20
1162,138,4,1675.31,4,2,2,26.6666666666667
1163,50,5,1775.01,2,3,2,23.3333333333333
1164,155,3,346.89,5,1,1,23.3333333333333
1165,12,9,3286.35,1,6,3,33.3333333333333
1166,16,6,2539.71,1,4,3,26.6666666666667
1167,12,4,2641.93,1,2,3,20
1168,61,7,6128.86,2,4,6,40
1169,64,7,4318.2,2,4,4,33.3333333333333
1170,88,5,3351.7,3,3,3,30
1171,36,9,3879.32,1,6,4,36.6666666666667
1172,46,5,3329.47,2,3,3,26.6666666666667
1173,110,3,348.62,3,1,1,16.6666666666667
1174,10,3,1854.13,1,1,2,13.3333333333333
1175,220,2,1153.84,6,1,1,26.6666666666667
1176,79,4,842.15,3,2,1,20
1177,89,8,2447.05,3,5,3,36.6666666666667
1178,46,8,5167.23,2,5,5,40
1179,9,4,5068.44,1,2,5,26.6666666666667
1180,61,4,2305.11,2,2,2,20
1181,46,10,4513.06,2,7,4,43.3333333333333
1182,7,7,4046.13,1,4,4,30
1183,155,5,4140.91,5,3,4,40
1184,7,6,4314.89,1,4,4,30
1185,11,3,773.81,1,1,1,10
1186,39,4,1369.65,2,2,2,20
1187,60,4,1130.52,2,2,1,16.6666666666667
1188,20,2,2299.82,1,1,2,13.3333333333333
1189,49,4,1472.66,2,2,2,20
1190,8,6,2008.23,1,4,2,23.3333333333333
1191,45,8,1339.27,2,5,2,30
1192,81,5,1397.38,3,3,2,26.6666666666667
1193,38,4,962.22,2,2,1,16.6666666666667
1194,30,8,4148.57,1,5,4,33.3333333333333
1195,21,5,3463.81,1,3,3,23.3333333333333
1196,20,6,1455.38,1,4,2,23.3333333333333
1197,9,4,1559.13,1,2,2,16.6666666666667
1198,70,6,2323.92,2,4,2,26.6666666666667
1199,45,8,2037.32,2,5,2,30
1200,81,9,4075.17,3,6,4,43.3333333333333
1201,84,3,807.37,3,1,1,16.6666666666667
1202,87,3,592.29,3,1,1,16.6666666666667
1203,9,1,830.24,1,,1,
1204,26,2,183.16,1,1,1,10
1205,69,8,4598.22,2,5,4,36.6666666666667
1206,85,2,889.72,3,1,1,16.6666666666667
1207,15,7,1126.07,1,4,1,20
1208,79,5,3238.37,3,3,3,30
1209,133,2,1809.69,4,1,2,23.3333333333333
1210,19,8,4716.72,1,5,5,36.6666666666667
1211,236,4,1495.94,7,2,2,36.6666666666667
1212,73,3,2331.63,2,1,2,16.6666666666667
1213,71,7,5490.29,2,4,5,36.6666666666667
1214,25,4,3652.09,1,2,4,23.3333333333333
1215,79,8,3118.98,3,5,3,36.6666666666667
1216,9,3,2141.64,1,1,2,13.3333333333333
1217,12,7,3270.61,1,4,3,26.6666666666667
1218,52,6,4540.57,2,4,4,33.3333333333333
1219,6,3,2015.72,1,1,2,13.3333333333333
1220,68,5,2476.27,2,3,3,26.6666666666667
1221,11,7,1500.49,1,4,2,23.3333333333333
