customer_id,Recency,Frequency,Monetary,R,F,M,RFM,Customer_Class
463,69,6,3501.72,2,4.0,4,33.3333333333333,Medium Value
464,11,6,2102.99,1,4.0,2,23.3333333333333,Other
465,6,6,3488.79,1,4.0,3,26.6666666666667,Other
466,42,7,2813.66,2,4.0,3,30.0,Other
467,171,6,3850.32,5,4.0,4,43.3333333333333,Medium Value
468,96,6,4063.59,3,4.0,4,36.6666666666667,Medium Value
469,103,10,4177.21,3,7.0,4,46.6666666666667,Medium Value
470,11,7,1890.57,1,4.0,2,23.3333333333333,Other
471,50,6,3918.11,2,4.0,4,33.3333333333333,Medium Value
472,51,5,3309.79,2,3.0,3,26.6666666666667,At Risk
473,117,9,8364.66,4,6.0,8,60.0,Medium Value
474,99,2,1520.73,3,1.0,2,20.0,At Risk
475,26,7,2907.28,1,4.0,3,26.6666666666667,Other
476,11,4,1353.61,1,2.0,2,16.6666666666667,At Risk
477,37,5,3375.06,2,3.0,3,26.6666666666667,At Risk
478,5,9,3320.21,1,6.0,3,33.3333333333333,Other
479,78,9,3335.2,3,6.0,3,40.0,Other
480,19,2,644.02,1,1.0,1,10.0,At Risk
481,16,2,1617.21,1,1.0,2,13.3333333333333,At Risk
482,77,10,5887.2,3,7.0,6,53.3333333333333,Medium Value
483,42,7,2307.78,2,4.0,2,26.6666666666667,Other
484,21,4,1600.54,1,2.0,2,16.6666666666667,At Risk
485,16,6,2715.28,1,4.0,3,26.6666666666667,Other
486,93,5,4915.77,3,3.0,5,36.6666666666667,At Risk
487,141,2,687.51,4,1.0,1,20.0,At Risk
488,29,6,1043.64,1,4.0,1,20.0,Other
489,126,5,2073.68,4,3.0,2,30.0,At Risk
490,55,9,4593.01,2,6.0,4,40.0,Medium Value
491,70,7,2735.71,2,4.0,3,30.0,Other
492,91,4,2707.9,3,2.0,3,26.6666666666667,At Risk
493,77,3,151.94,3,1.0,1,16.6666666666667,At Risk
494,135,2,784.43,4,1.0,1,20.0,At Risk
495,130,6,4087.04,4,4.0,4,40.0,Medium Value
496,47,4,1310.77,2,2.0,2,20.0,At Risk
497,61,4,1061.48,2,2.0,1,16.6666666666667,At Risk
498,9,7,4982.41,1,4.0,5,33.3333333333333,Medium Value
499,57,11,4043.58,2,7.0,4,43.3333333333333,Medium Value
500,26,8,3977.81,1,5.0,4,33.3333333333333,Medium Value
501,130,4,1392.59,4,2.0,2,26.6666666666667,At Risk
502,133,5,2959.58,4,3.0,3,33.3333333333333,At Risk
503,85,3,1280.64,3,1.0,2,20.0,At Risk
504,138,8,2714.76,4,5.0,3,40.0,Other
505,16,5,3369.47,1,3.0,3,23.3333333333333,At Risk
506,58,10,6985.24,2,7.0,6,50.0,Medium Value
507,38,7,4290.77,2,4.0,4,33.3333333333333,Medium Value
508,157,6,3533.36,5,4.0,4,43.3333333333333,Medium Value
509,91,6,4389.73,3,4.0,4,36.6666666666667,Medium Value
510,61,2,1694.59,2,1.0,2,16.6666666666667,At Risk
511,13,4,1152.63,1,2.0,1,13.3333333333333,At Risk
512,97,4,1136.34,3,2.0,1,20.0,At Risk
513,16,5,4222.14,1,3.0,4,26.6666666666667,At Risk
514,125,5,2144.29,4,3.0,2,30.0,At Risk
515,16,9,6986.24,1,6.0,6,43.3333333333333,Medium Value
516,21,10,4722.21,1,7.0,5,43.3333333333333,Medium Value
517,12,6,2632.16,1,4.0,3,26.6666666666667,Other
518,263,3,938.25,8,1.0,1,33.3333333333333,Low Value
519,57,4,2326.39,2,2.0,2,20.0,At Risk
520,18,5,819.26,1,3.0,1,16.6666666666667,At Risk
521,156,2,624.9,5,1.0,1,23.3333333333333,Other
522,43,4,1663.83,2,2.0,2,20.0,At Risk
523,20,6,2795.77,1,4.0,3,26.6666666666667,Other
524,140,7,2024.53,4,4.0,2,33.3333333333333,Other
525,121,8,3584.83,4,5.0,4,43.3333333333333,Medium Value
526,156,3,1111.55,5,1.0,1,23.3333333333333,Other
527,45,2,1694.76,2,1.0,2,16.6666666666667,At Risk
528,136,6,4150.06,4,4.0,4,40.0,Medium Value
529,14,6,2339.14,1,4.0,3,26.6666666666667,Other
530,164,3,1751.35,5,1.0,2,26.6666666666667,Other
531,63,5,1761.46,2,3.0,2,23.3333333333333,At Risk
532,30,6,3920.83,1,4.0,4,30.0,Medium Value
533,4,6,5387.05,1,4.0,5,33.3333333333333,Medium Value
534,8,8,4809.95,1,5.0,5,36.6666666666667,Medium Value
535,75,2,1261.57,3,1.0,2,20.0,At Risk
536,34,4,3662.3,1,2.0,4,23.3333333333333,At Risk
537,51,3,825.73,2,1.0,1,13.3333333333333,At Risk
538,6,6,5619.99,1,4.0,5,33.3333333333333,Medium Value
539,38,8,1676.43,2,5.0,2,30.0,Other
540,81,6,1821.03,3,4.0,2,30.0,Other
541,139,5,2755.28,4,3.0,3,33.3333333333333,At Risk
542,40,6,2098.52,2,4.0,2,26.6666666666667,Other
543,2,5,1924.15,1,3.0,2,20.0,At Risk
544,175,4,2246.42,5,2.0,2,30.0,Other
545,8,6,5665.79,1,4.0,5,33.3333333333333,Medium Value
546,39,5,4449.53,2,3.0,4,30.0,At Risk
547,76,6,2901.19,3,4.0,3,33.3333333333333,Other
548,12,7,4223.29,1,4.0,4,30.0,Medium Value
549,42,8,3751.75,2,5.0,4,36.6666666666667,Medium Value
550,16,5,1437.72,1,3.0,2,20.0,At Risk
551,154,4,2850.0,5,2.0,3,33.3333333333333,Other
552,161,4,1577.7,5,2.0,2,30.0,Other
553,21,6,2566.27,1,4.0,3,26.6666666666667,Other
554,40,3,1670.67,2,1.0,2,16.6666666666667,At Risk
555,167,4,3505.63,5,2.0,4,36.6666666666667,Other
556,11,5,3985.03,1,3.0,4,26.6666666666667,At Risk
557,183,2,830.31,5,1.0,1,23.3333333333333,Other
558,37,7,3513.02,2,4.0,4,33.3333333333333,Medium Value
559,8,4,1824.48,1,2.0,2,16.6666666666667,At Risk
560,43,6,3583.46,2,4.0,4,33.3333333333333,Medium Value
561,30,6,2891.59,1,4.0,3,26.6666666666667,Other
562,38,5,2125.01,2,3.0,2,23.3333333333333,At Risk
563,35,7,1931.13,1,4.0,2,23.3333333333333,Other
564,13,6,2143.39,1,4.0,2,23.3333333333333,Other
565,106,10,7079.07,3,7.0,7,56.6666666666667,High Value
566,54,3,2145.56,2,1.0,2,16.6666666666667,At Risk
567,62,4,439.57,2,2.0,1,16.6666666666667,At Risk
568,93,7,1258.1,3,4.0,2,30.0,Other
569,100,4,6084.14,3,2.0,6,36.6666666666667,At Risk
570,37,6,3446.07,2,4.0,3,30.0,Other
571,74,3,2284.98,2,1.0,2,16.6666666666667,At Risk
572,15,6,2600.44,1,4.0,3,26.6666666666667,Other
573,107,2,1618.83,3,1.0,2,20.0,At Risk
574,279,4,2172.41,8,2.0,2,40.0,Low Value
575,250,2,714.24,7,1.0,1,30.0,Low Value
576,9,6,4580.35,1,4.0,4,30.0,Medium Value
577,4,11,4242.34,1,7.0,4,40.0,Medium Value
578,201,7,2754.81,6,4.0,3,43.3333333333333,Other
579,54,9,4204.6,2,6.0,4,40.0,Medium Value
580,26,5,2185.51,1,3.0,2,20.0,At Risk
581,55,4,2223.55,2,2.0,2,20.0,At Risk
582,151,4,2744.6,5,2.0,3,33.3333333333333,Other
583,33,4,2258.19,1,2.0,2,16.6666666666667,At Risk
584,134,4,1270.21,4,2.0,2,26.6666666666667,At Risk
585,99,7,2991.86,3,4.0,3,33.3333333333333,Other
586,92,3,2562.47,3,1.0,3,23.3333333333333,At Risk
587,55,6,3293.38,2,4.0,3,30.0,Other
588,21,5,3603.85,1,3.0,4,26.6666666666667,At Risk
589,12,3,1397.9,1,1.0,2,13.3333333333333,At Risk
590,45,12,6629.57,2,8.0,6,53.3333333333333,Medium Value
591,223,2,484.96,7,1.0,1,30.0,Low Value
592,201,4,1071.53,6,2.0,1,30.0,Other
593,3,6,3493.8,1,4.0,3,26.6666666666667,Other
594,35,9,6630.72,1,6.0,6,43.3333333333333,Medium Value
595,186,3,2011.16,6,1.0,2,30.0,Other
596,87,3,3836.34,3,1.0,4,26.6666666666667,At Risk
597,63,5,1830.39,2,3.0,2,23.3333333333333,At Risk
598,133,7,3535.56,4,4.0,4,40.0,Medium Value
599,117,5,4319.14,4,3.0,4,36.6666666666667,At Risk
600,208,3,1854.78,6,1.0,2,30.0,Other
601,60,5,1423.44,2,3.0,2,23.3333333333333,At Risk
602,79,5,2568.76,3,3.0,3,30.0,At Risk
603,51,7,3148.1,2,4.0,3,30.0,Other
604,71,6,4661.96,2,4.0,4,33.3333333333333,Medium Value
605,4,8,5025.64,1,5.0,5,36.6666666666667,Medium Value
606,57,6,2488.53,2,4.0,3,30.0,Other
607,60,9,6998.39,2,6.0,6,46.6666666666667,Medium Value
608,87,8,4050.11,3,5.0,4,40.0,Medium Value
609,38,4,2168.73,2,2.0,2,20.0,At Risk
610,48,9,3399.91,2,6.0,3,36.6666666666667,Other
611,5,8,3500.44,1,5.0,3,30.0,Other
612,89,4,706.56,3,2.0,1,20.0,At Risk
613,5,6,2098.59,1,4.0,2,23.3333333333333,Other
614,20,9,6120.46,1,6.0,6,43.3333333333333,Medium Value
615,44,4,3620.88,2,2.0,4,26.6666666666667,At Risk
616,94,4,1696.0,3,2.0,2,23.3333333333333,At Risk
617,22,4,2313.43,1,2.0,2,16.6666666666667,At Risk
618,310,2,1202.39,9,1.0,2,40.0,Low Value
619,67,7,3378.35,2,4.0,3,30.0,Other
620,105,8,1981.3,3,5.0,2,33.3333333333333,Other
621,4,9,6126.81,1,6.0,6,43.3333333333333,Medium Value
622,268,3,1627.69,8,1.0,2,36.6666666666667,Low Value
623,95,3,1636.89,3,1.0,2,20.0,At Risk
624,92,3,3352.89,3,1.0,3,23.3333333333333,At Risk
625,18,6,2326.08,1,4.0,2,23.3333333333333,Other
626,56,9,3437.37,2,6.0,3,36.6666666666667,Other
627,60,5,4597.27,2,3.0,4,30.0,At Risk
628,56,5,1313.86,2,3.0,2,23.3333333333333,At Risk
629,66,8,2245.43,2,5.0,2,30.0,Other
630,55,7,3717.21,2,4.0,4,33.3333333333333,Medium Value
631,18,6,1767.39,1,4.0,2,23.3333333333333,Other
632,43,3,1726.61,2,1.0,2,16.6666666666667,At Risk
633,3,7,3328.45,1,4.0,3,26.6666666666667,Other
634,19,8,4445.37,1,5.0,4,33.3333333333333,Medium Value
635,41,6,1220.61,2,4.0,2,26.6666666666667,Other
636,21,7,4418.9,1,4.0,4,30.0,Medium Value
637,9,13,5402.47,1,9.0,5,50.0,Medium Value
638,62,8,3507.13,2,5.0,4,36.6666666666667,Medium Value
639,10,6,2516.35,1,4.0,3,26.6666666666667,Other
640,12,8,4278.6,1,5.0,4,33.3333333333333,Medium Value
641,204,4,2456.51,6,2.0,3,36.6666666666667,Other
642,26,7,2724.29,1,4.0,3,26.6666666666667,Other
643,199,4,2308.04,6,2.0,2,33.3333333333333,Other
644,159,3,550.0,5,1.0,1,23.3333333333333,Other
645,118,7,5192.72,4,4.0,5,43.3333333333333,Medium Value
646,112,4,2533.41,4,2.0,3,30.0,At Risk
647,44,9,5279.19,2,6.0,5,43.3333333333333,Medium Value
648,59,7,4222.63,2,4.0,4,33.3333333333333,Medium Value
649,13,5,263.54,1,3.0,1,16.6666666666667,At Risk
650,52,6,2904.69,2,4.0,3,30.0,Other
651,20,3,3473.32,1,1.0,3,16.6666666666667,At Risk
652,7,9,2488.9,1,6.0,3,33.3333333333333,Other
653,39,5,2623.84,2,3.0,3,26.6666666666667,At Risk
654,30,4,1884.87,1,2.0,2,16.6666666666667,At Risk
655,53,6,5753.88,2,4.0,5,36.6666666666667,Medium Value
656,12,8,3749.56,1,5.0,4,33.3333333333333,Medium Value
657,177,5,2529.9,5,3.0,3,36.6666666666667,Other
658,99,5,2596.17,3,3.0,3,30.0,At Risk
659,148,3,2481.28,4,1.0,3,26.6666666666667,At Risk
660,14,4,3839.45,1,2.0,4,23.3333333333333,At Risk
661,36,6,3308.09,1,4.0,3,26.6666666666667,Other
662,88,7,3873.0,3,4.0,4,36.6666666666667,Medium Value
663,75,4,2132.79,3,2.0,2,23.3333333333333,At Risk
664,86,5,1939.2,3,3.0,2,26.6666666666667,At Risk
665,87,8,6260.02,3,5.0,6,46.6666666666667,Medium Value
666,43,5,2459.76,2,3.0,3,26.6666666666667,At Risk
667,21,5,3802.78,1,3.0,4,26.6666666666667,At Risk
668,8,7,4375.98,1,4.0,4,30.0,Medium Value
669,10,11,5513.28,1,7.0,5,43.3333333333333,Medium Value
670,118,4,1542.17,4,2.0,2,26.6666666666667,At Risk
671,64,6,5393.05,2,4.0,5,36.6666666666667,Medium Value
672,52,3,3633.14,2,1.0,4,23.3333333333333,At Risk
673,4,5,2058.7,1,3.0,2,20.0,At Risk
674,117,6,3008.86,4,4.0,3,36.6666666666667,Other
675,2,3,1396.62,1,1.0,2,13.3333333333333,At Risk
676,35,6,2894.85,1,4.0,3,26.6666666666667,Other
677,73,5,940.36,2,3.0,1,20.0,At Risk
678,96,4,1746.22,3,2.0,2,23.3333333333333,At Risk
679,64,10,3551.24,2,7.0,4,43.3333333333333,Medium Value
680,16,4,3291.43,1,2.0,3,20.0,At Risk
681,9,6,2244.19,1,4.0,2,23.3333333333333,Other
682,22,7,5428.94,1,4.0,5,33.3333333333333,Medium Value
683,17,5,1478.67,1,3.0,2,20.0,At Risk
684,44,8,2431.6,2,5.0,3,33.3333333333333,Other
685,104,6,5218.2,3,4.0,5,40.0,Medium Value
686,39,5,2073.81,2,3.0,2,23.3333333333333,At Risk
687,10,6,812.72,1,4.0,1,20.0,Other
688,83,4,2967.8,3,2.0,3,26.6666666666667,At Risk
689,14,3,541.33,1,1.0,1,10.0,At Risk
690,66,6,3650.5,2,4.0,4,33.3333333333333,Medium Value
691,41,8,5678.4,2,5.0,5,40.0,Medium Value
692,52,9,5027.49,2,6.0,5,43.3333333333333,Medium Value
693,12,5,3763.92,1,3.0,4,26.6666666666667,At Risk
694,9,5,2400.83,1,3.0,3,23.3333333333333,At Risk
695,18,8,4659.0,1,5.0,4,33.3333333333333,Medium Value
696,23,6,1879.14,1,4.0,2,23.3333333333333,Other
697,13,4,3996.6,1,2.0,4,23.3333333333333,At Risk
698,78,3,1295.96,3,1.0,2,20.0,At Risk
699,57,3,976.24,2,1.0,1,13.3333333333333,At Risk
700,108,8,4618.11,3,5.0,4,40.0,Medium Value
701,34,6,2215.56,1,4.0,2,23.3333333333333,Other
702,64,3,1905.88,2,1.0,2,16.6666666666667,At Risk
703,3,5,4928.8,1,3.0,5,30.0,At Risk
704,12,10,4034.46,1,7.0,4,40.0,Medium Value
705,13,4,502.12,1,2.0,1,13.3333333333333,At Risk
706,32,6,7109.4,1,4.0,7,40.0,Medium Value
707,46,6,3368.2,2,4.0,3,30.0,Other
708,177,3,2145.83,5,1.0,2,26.6666666666667,Other
709,148,5,3243.3,4,3.0,3,33.3333333333333,At Risk
710,41,7,6431.69,2,4.0,6,40.0,Medium Value
711,85,4,2685.62,3,2.0,3,26.6666666666667,At Risk
712,63,8,4581.46,2,5.0,4,36.6666666666667,Medium Value
713,257,4,1891.1,7,2.0,2,36.6666666666667,Low Value
714,61,9,3222.87,2,6.0,3,36.6666666666667,Other
715,160,3,2410.24,5,1.0,3,30.0,Other
716,14,6,3777.53,1,4.0,4,30.0,Medium Value
717,16,6,1857.27,1,4.0,2,23.3333333333333,Other
718,36,8,2164.08,1,5.0,2,26.6666666666667,Other
719,13,7,4083.58,1,4.0,4,30.0,Medium Value
720,22,10,7212.17,1,7.0,7,50.0,High Value
721,6,7,6579.62,1,4.0,6,36.6666666666667,Medium Value
722,89,5,2934.44,3,3.0,3,30.0,At Risk
723,17,8,3489.96,1,5.0,3,30.0,Other
724,25,8,5073.27,1,5.0,5,36.6666666666667,Medium Value
725,5,11,7321.5,1,7.0,7,50.0,High Value
726,56,3,2965.76,2,1.0,3,20.0,At Risk
727,63,6,3970.03,2,4.0,4,33.3333333333333,Medium Value
728,27,9,6411.76,1,6.0,6,43.3333333333333,Medium Value
729,3,10,10497.78,1,7.0,9,56.6666666666667,High Value
730,16,7,3182.99,1,4.0,3,26.6666666666667,Other
731,27,5,2695.4,1,3.0,3,23.3333333333333,At Risk
732,66,5,3269.12,2,3.0,3,26.6666666666667,At Risk
733,48,10,8210.3,2,7.0,8,56.6666666666667,High Value
734,91,3,1140.15,3,1.0,1,16.6666666666667,At Risk
735,89,4,3025.33,3,2.0,3,26.6666666666667,At Risk
736,13,6,4151.86,1,4.0,4,30.0,Medium Value
737,56,7,4480.09,2,4.0,4,33.3333333333333,Medium Value
738,71,8,4706.86,2,5.0,5,40.0,Medium Value
739,3,10,4842.2,1,7.0,5,43.3333333333333,Medium Value
740,63,4,2083.73,2,2.0,2,20.0,At Risk
741,150,5,1091.14,5,3.0,1,30.0,Other
742,12,6,1246.11,1,4.0,2,23.3333333333333,Other
743,91,5,4599.29,3,3.0,4,33.3333333333333,At Risk
744,25,5,1267.68,1,3.0,2,20.0,At Risk
745,13,4,2066.03,1,2.0,2,16.6666666666667,At Risk
746,45,6,1779.16,2,4.0,2,26.6666666666667,Other
747,37,2,571.38,2,1.0,1,13.3333333333333,At Risk
748,48,9,3516.0,2,6.0,4,40.0,Medium Value
749,82,9,1830.72,3,6.0,2,36.6666666666667,Other
750,60,6,5391.71,2,4.0,5,36.6666666666667,Medium Value
751,132,2,96.62,4,1.0,1,20.0,At Risk
752,22,8,2952.01,1,5.0,3,30.0,Other
753,17,8,7727.17,1,5.0,7,43.3333333333333,Medium Value
754,212,2,93.01,6,1.0,1,26.6666666666667,Other
755,97,3,847.22,3,1.0,1,16.6666666666667,At Risk
756,27,6,2121.61,1,4.0,2,23.3333333333333,Other
757,74,5,2946.73,2,3.0,3,26.6666666666667,At Risk
758,29,2,165.58,1,1.0,1,10.0,At Risk
759,25,9,2956.48,1,6.0,3,33.3333333333333,Other
760,28,9,4847.05,1,6.0,5,40.0,Medium Value
761,147,5,1896.39,4,3.0,2,30.0,At Risk
762,87,5,2347.98,3,3.0,3,30.0,At Risk
763,76,6,3894.51,3,4.0,4,36.6666666666667,Medium Value
764,81,3,1364.06,3,1.0,2,20.0,At Risk
765,26,10,5070.62,1,7.0,5,43.3333333333333,Medium Value
766,18,6,2271.93,1,4.0,2,23.3333333333333,Other
767,44,5,2438.84,2,3.0,3,26.6666666666667,At Risk
768,7,9,5580.57,1,6.0,5,40.0,Medium Value
769,21,8,5070.24,1,5.0,5,36.6666666666667,Medium Value
770,51,6,4457.48,2,4.0,4,33.3333333333333,Medium Value
771,126,6,3155.81,4,4.0,3,36.6666666666667,Other
772,4,5,2879.19,1,3.0,3,23.3333333333333,At Risk
773,74,8,5907.35,2,5.0,6,43.3333333333333,Medium Value
774,145,1,144.26,4,,1,,Other
775,60,7,2862.33,2,4.0,3,30.0,Other
776,15,9,2201.86,1,6.0,2,30.0,Other
777,29,6,3184.33,1,4.0,3,26.6666666666667,Other
778,247,4,916.32,7,2.0,1,33.3333333333333,Low Value
779,84,5,2465.81,3,3.0,3,30.0,At Risk
780,90,3,798.62,3,1.0,1,16.6666666666667,At Risk
781,127,5,2256.31,4,3.0,2,30.0,At Risk
782,27,5,3431.83,1,3.0,3,23.3333333333333,At Risk
783,98,5,3498.86,3,3.0,3,30.0,At Risk
784,145,2,304.07,4,1.0,1,20.0,At Risk
785,20,5,507.87,1,3.0,1,16.6666666666667,At Risk
786,11,7,3828.74,1,4.0,4,30.0,Medium Value
787,77,10,6646.0,3,7.0,6,53.3333333333333,Medium Value
788,41,7,4228.66,2,4.0,4,33.3333333333333,Medium Value
789,6,8,2892.76,1,5.0,3,30.0,Other
790,16,8,4889.11,1,5.0,5,36.6666666666667,Medium Value
791,125,6,3819.0,4,4.0,4,40.0,Medium Value
792,19,6,3295.65,1,4.0,3,26.6666666666667,Other
793,3,10,4778.33,1,7.0,5,43.3333333333333,Medium Value
794,24,7,4248.67,1,4.0,4,30.0,Medium Value
795,20,5,2785.98,1,3.0,3,23.3333333333333,At Risk
796,8,7,3815.93,1,4.0,4,30.0,Medium Value
797,23,4,2277.96,1,2.0,2,16.6666666666667,At Risk
798,23,3,1691.81,1,1.0,2,13.3333333333333,At Risk
799,12,11,7142.2,1,7.0,7,50.0,High Value
800,87,6,3239.48,3,4.0,3,33.3333333333333,Other
801,184,2,254.63,5,1.0,1,23.3333333333333,Other
802,97,6,2893.2,3,4.0,3,33.3333333333333,Other
803,68,6,1746.55,2,4.0,2,26.6666666666667,Other
804,43,3,3065.9,2,1.0,3,20.0,At Risk
805,124,6,2795.75,4,4.0,3,36.6666666666667,Other
806,33,4,2189.57,1,2.0,2,16.6666666666667,At Risk
807,82,4,2491.13,3,2.0,3,26.6666666666667,At Risk
808,125,3,2119.72,4,1.0,2,23.3333333333333,At Risk
809,47,4,492.74,2,2.0,1,16.6666666666667,At Risk
810,70,4,945.16,2,2.0,1,16.6666666666667,At Risk
811,176,3,496.62,5,1.0,1,23.3333333333333,Other
812,199,2,566.34,6,1.0,1,26.6666666666667,Other
813,52,5,1633.61,2,3.0,2,23.3333333333333,At Risk
814,50,3,2154.13,2,1.0,2,16.6666666666667,At Risk
815,29,6,5081.3,1,4.0,5,33.3333333333333,Medium Value
816,55,4,1098.4,2,2.0,1,16.6666666666667,At Risk
817,18,5,2328.93,1,3.0,2,20.0,At Risk
818,42,6,3028.84,2,4.0,3,30.0,Other
819,45,5,2558.04,2,3.0,3,26.6666666666667,At Risk
820,5,10,4534.03,1,7.0,4,40.0,Medium Value
821,35,5,2925.75,1,3.0,3,23.3333333333333,At Risk
822,330,1,802.26,9,,1,,Other
823,25,6,5811.3,1,4.0,5,33.3333333333333,Medium Value
824,11,4,4137.78,1,2.0,4,23.3333333333333,At Risk
825,12,8,2315.97,1,5.0,2,26.6666666666667,Other
826,6,4,1454.61,1,2.0,2,16.6666666666667,At Risk
827,51,8,4014.42,2,5.0,4,36.6666666666667,Medium Value
828,81,5,1378.39,3,3.0,2,26.6666666666667,At Risk
829,14,6,4600.24,1,4.0,4,30.0,Medium Value
830,151,6,2506.27,5,4.0,3,40.0,Other
831,13,5,1883.59,1,3.0,2,20.0,At Risk
832,19,12,8868.62,1,8.0,8,56.6666666666667,High Value
833,27,8,4776.1,1,5.0,5,36.6666666666667,Medium Value
834,20,4,722.3,1,2.0,1,13.3333333333333,At Risk
835,9,8,3225.92,1,5.0,3,30.0,Other
836,74,4,1768.44,2,2.0,2,20.0,At Risk
837,159,3,1335.81,5,1.0,2,26.6666666666667,Other
838,43,4,1966.08,2,2.0,2,20.0,At Risk
839,108,4,826.26,3,2.0,1,20.0,At Risk
840,40,6,3320.09,2,4.0,3,30.0,Other
841,152,7,8330.09,5,4.0,8,56.6666666666667,Medium Value
842,57,4,2137.18,2,2.0,2,20.0,At Risk
843,4,6,2372.09,1,4.0,3,26.6666666666667,Other
844,33,9,4730.32,1,6.0,5,40.0,Medium Value
845,127,3,672.39,4,1.0,1,20.0,At Risk
846,84,3,2129.34,3,1.0,2,20.0,At Risk
847,116,4,2521.58,4,2.0,3,30.0,At Risk
848,142,4,1964.52,4,2.0,2,26.6666666666667,At Risk
849,29,6,4284.21,1,4.0,4,30.0,Medium Value
850,36,8,2838.72,1,5.0,3,30.0,Other
851,11,4,3245.12,1,2.0,3,20.0,At Risk
853,66,9,7263.66,2,6.0,7,50.0,Medium Value
854,10,4,2074.13,1,2.0,2,16.6666666666667,At Risk
855,106,4,3050.76,3,2.0,3,26.6666666666667,At Risk
856,3,7,2912.65,1,4.0,3,26.6666666666667,Other
857,26,5,3721.92,1,3.0,4,26.6666666666667,At Risk
858,13,6,2708.6,1,4.0,3,26.6666666666667,Other
859,20,6,2289.06,1,4.0,2,23.3333333333333,Other
860,93,4,3530.12,3,2.0,4,30.0,At Risk
861,56,5,1009.34,2,3.0,1,20.0,At Risk
862,56,1,309.81,2,,1,,Other
863,71,4,703.62,2,2.0,1,16.6666666666667,At Risk
864,48,6,4499.38,2,4.0,4,33.3333333333333,Medium Value
865,123,7,4261.0,4,4.0,4,40.0,Medium Value
866,100,5,4753.84,3,3.0,5,36.6666666666667,At Risk
867,295,6,4743.7,8,4.0,5,56.6666666666667,Other
868,85,6,5534.83,3,4.0,5,40.0,Medium Value
870,102,7,3818.97,3,4.0,4,36.6666666666667,Medium Value
871,56,8,3502.86,2,5.0,4,36.6666666666667,Medium Value
872,173,1,75.48,5,,1,,Other
873,33,5,3226.46,1,3.0,3,23.3333333333333,At Risk
874,48,8,2786.56,2,5.0,3,33.3333333333333,Other
875,65,6,4796.96,2,4.0,5,36.6666666666667,Medium Value
876,18,3,1171.02,1,1.0,2,13.3333333333333,At Risk
877,19,9,4918.87,1,6.0,5,40.0,Medium Value
878,81,3,2809.75,3,1.0,3,23.3333333333333,At Risk
879,78,4,852.5,3,2.0,1,20.0,At Risk
880,64,3,1751.72,2,1.0,2,16.6666666666667,At Risk
881,149,3,2481.43,5,1.0,3,30.0,Other
882,114,5,4571.93,4,3.0,4,36.6666666666667,At Risk
883,49,4,705.35,2,2.0,1,16.6666666666667,At Risk
884,3,5,2770.85,1,3.0,3,23.3333333333333,At Risk
885,9,3,863.68,1,1.0,1,10.0,At Risk
886,3,7,4067.65,1,4.0,4,30.0,Medium Value
887,41,8,5247.44,2,5.0,5,40.0,Medium Value
888,70,5,2278.7,2,3.0,2,23.3333333333333,At Risk
889,38,5,2357.69,2,3.0,3,26.6666666666667,At Risk
890,167,4,1561.06,5,2.0,2,30.0,Other
891,14,4,1998.58,1,2.0,2,16.6666666666667,At Risk
892,92,10,3941.7,3,7.0,4,46.6666666666667,Medium Value
893,77,7,4868.87,3,4.0,5,40.0,Medium Value
894,50,8,3564.27,2,5.0,4,36.6666666666667,Medium Value
895,63,3,1867.17,2,1.0,2,16.6666666666667,At Risk
896,40,4,1669.89,2,2.0,2,20.0,At Risk
897,100,7,4883.1,3,4.0,5,40.0,Medium Value
898,207,1,179.44,6,,1,,Other
899,51,6,1274.48,2,4.0,2,26.6666666666667,Other
900,14,4,780.7,1,2.0,1,13.3333333333333,At Risk
901,84,4,3812.88,3,2.0,4,30.0,At Risk
902,16,9,6003.05,1,6.0,6,43.3333333333333,Medium Value
903,18,9,3401.85,1,6.0,3,33.3333333333333,Other
904,39,4,1496.79,2,2.0,2,20.0,At Risk
905,107,8,3553.28,3,5.0,4,40.0,Medium Value
906,18,9,4473.87,1,6.0,4,36.6666666666667,Medium Value
907,28,7,1370.37,1,4.0,2,23.3333333333333,Other
908,6,7,2880.1,1,4.0,3,26.6666666666667,Other
909,191,5,5289.22,6,3.0,5,46.6666666666667,Other
910,274,2,1346.38,8,1.0,2,36.6666666666667,Low Value
911,58,5,633.35,2,3.0,1,20.0,At Risk
912,42,7,4164.21,2,4.0,4,33.3333333333333,Medium Value
913,115,4,2625.44,4,2.0,3,30.0,At Risk
914,108,5,2530.93,3,3.0,3,30.0,At Risk
915,30,4,425.19,1,2.0,1,13.3333333333333,At Risk
916,38,4,3465.07,2,2.0,3,23.3333333333333,At Risk
917,37,8,5392.89,2,5.0,5,40.0,Medium Value
918,18,5,4066.24,1,3.0,4,26.6666666666667,At Risk
919,82,9,4458.89,3,6.0,4,43.3333333333333,Medium Value
920,92,6,4144.19,3,4.0,4,36.6666666666667,Medium Value
921,46,8,7516.02,2,5.0,7,46.6666666666667,Medium Value
922,190,1,41.13,6,,1,,Other
923,34,7,3337.16,1,4.0,3,26.6666666666667,Other
924,111,9,3544.44,3,6.0,4,43.3333333333333,Medium Value
925,14,9,4371.16,1,6.0,4,36.6666666666667,Medium Value
926,14,5,1258.52,1,3.0,2,20.0,At Risk
927,297,3,1982.12,9,1.0,2,40.0,Low Value
